성분명,제품명,업체명,금기등급,상세정보
febuxostat,펙소스타정40밀리그램(페북소스타트)_(40mg/1정),한미약품(주),2,임부에 대한 안전성 미확립.
febuxostat,페고트정40밀리그램(페북소스타트)_(40mg/1정),한국유나이티드제약(주),2,임부에 대한 안전성 미확립.
febuxostat,유리가트정40밀리그램(페북소스타트)_(40mg/1정),(주)유유제약,2,임부에 대한 안전성 미확립.
febuxostat,페브릭정40밀리그램(페북소스타트)_(40mg/1정),에스케이케미칼(주),2,임부에 대한 안전성 미확립.
febuxostat,유소릭정40밀리그램(페북소스타트)_(40mg/1정),한림제약(주),2,임부에 대한 안전성 미확립.
febuxostat,페소린정40밀리그램(페북소스타트)_(40mg/1정),삼진제약(주),2,임부에 대한 안전성 미확립.
febuxostat,펙소트정40밀리그램(페북소스타트)_(40mg/1정),경동제약(주),2,임부에 대한 안전성 미확립.
febuxostat,서울페북소스타트정40밀리그램_(40mg/1정),(주)서울제약,2,임부에 대한 안전성 미확립.
febuxostat,페북센정40밀리그램(페북소스타트)_(40mg/1정),동국제약(주),2,임부에 대한 안전성 미확립.
febuxostat,패북소정40밀리그램(페북소스타트)_(40mg/1정),알리코제약(주),2,임부에 대한 안전성 미확립.
febuxostat,페북틴정40밀리그램(페북소스타트)_(40mg/1정),(주)비보존제약,2,임부에 대한 안전성 미확립.
febuxostat,페북트정40밀리그램(페북소스타트)_(40mg/1정),주식회사제뉴원사이언스,2,임부에 대한 안전성 미확립.
febuxostat,페북소릭정40밀리그램(페북소스타트)_(40mg/1정),대웅바이오(주),2,임부에 대한 안전성 미확립.
temsirolimus   30mg(25mg/mL),토리셀주(템시롤리무스)_(30mg/1.2mL),한국화이자제약(주),2,임부에 대한 안전성 미확립.동물실험에서 배태아 독성(태아 사망 및 골격 골화지연과 관련 있는 태아 체중감소) 및 최기형성 효과(배꼽탈장) 보고.
loteprednol,로테프로점안현탁액0.5%(로테프레드놀에타보네이트)_(25mg/5mL),한림제약(주),2,"동물실험에서 모체독성을 유발하지 않는 용량에서 배독성(골화지연)과 최기형성(수막류, 비정상적 좌총경동맥, 사지 굴곡의 발현 증가) 보고, 모체독성 투여요법에서 최기형성(배꼽 탈장)과 배독성(태아 출생 체중감소) 보고."
loteprednol,로테프로점안현탁액0.5%(로테프레드놀에타보네이트)(1회용)_(2mg/0.4mL),한림제약(주),2,"동물실험에서 모체독성을 유발하지 않는 용량에서 배독성(골화지연)과 최기형성(수막류, 비정상적 좌총경동맥, 사지 굴곡의 발현 증가) 보고, 모체독성 투여요법에서 최기형성(배꼽 탈장)과 배독성(태아 출생 체중감소) 보고."
fulvestrant,풀베트주(풀베스트란트)_(0.5g/1팩(5mL*2관)),(주)보령,2,동물실험에서 생식독성(태자 비정상 및 사망 빈도 증가 등) 보고.
fulvestrant,파슬로덱스주(풀베스트란트)_(0.5g/1팩(5mL*2관)),한국아스트라제네카(주),2,동물실험에서 생식독성(태자 비정상 및 사망 빈도 증가 등) 보고.
follitropin(follicle-stimulating hormone),"고나도핀엔에프주사액프리필드시린지(인난포자극호르몬,유전자재조합)_(75I.U/0.25mL)",동아에스티(주),1,
follitropin(follicle-stimulating hormone),"고나도핀엔에프주사액프리필드시린지(인난포자극호르몬, 유전자재조합)_(150I.U/0.5mL)",동아에스티(주),1,
follitropin(follicle-stimulating hormone),"고나도핀엔에프주사액프리필드시린지(인난포자극호르몬,유전자재조합)_(225I.U/0.75mL)",동아에스티(주),1,
follitropin(follicle-stimulating hormone),"고나도핀엔에프주사액프리필드시린지(인난포자극호르몬,유전자재조합)_(300I.U/1mL)",동아에스티(주),1,
follitropin(follicle-stimulating hormone),"폴리트롭프리필드시린지주(폴리트로핀,유전자재조합)_(75I.U/0.15mL)",(주)엘지화학,1,
follitropin(follicle-stimulating hormone),"폴리트롭프리필드시린지주(폴리트로핀,유전자재조합)_(150I.U/0.3mL)",(주)엘지화학,1,
follitropin(follicle-stimulating hormone),"폴리트롭프리필드시린지주(폴리트로핀,유전자재조합)_(225I.U/0.45mL)",(주)엘지화학,1,
follitropin(follicle-stimulating hormone),"폴리트롭프리필드시린지주(폴리트로핀,유전자재조합)_(300I.U/0.6mL)",(주)엘지화학,1,
Omalizumab,졸레어주사(오말리주맙)_(0.2025g/1병),한국노바티스(주),2,영장류에서 혈소판의 감소와 관련이 있음. 낮은 연령일수록 감수성 증가
Omalizumab,졸레어프리필드시린지주150(오말리주맙)_(0.15g/1mL),한국노바티스(주),2,영장류에서 혈소판의 감소와 관련이 있음. 낮은 연령일수록 감수성 증가
Omalizumab,졸레어프리필드시린지주75(오말리주맙)_(75mg/0.5mL),한국노바티스(주),2,영장류에서 혈소판의 감소와 관련이 있음. 낮은 연령일수록 감수성 증가
olmesartan medoxomil + amlodipine besylate,투비카정5/40밀리그램_(1정),건일바이오팜주식회사,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비칸정5/40밀리그램_(1정),한국신텍스제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,하비카정5/40밀리그램_(1정),(주)화이트생명과학,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올딥정5/40밀리그램_(1정),(주)일화,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,맥세비카정5/40밀리그램_(1정),맥널티제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비스타정5/40밀리그램_(1정),부광약품(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,오로텐션정5/40밀리그램_(1정),고려제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,에스카정5/40밀리그램_(1정),삼익제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올멕포스정5/40밀리그램_(1정),제이더블유중외제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비듀오정5/40밀리그램_(1정),제일약품(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,비바스정5/40밀리그램_(1정),대화제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비로텐정5/40밀리그램_(1정),(주)메디카코리아,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,"올메로핀정5/40밀리그램(암로디핀베실산염, 올메사르탄메독소밀)_(1정)",에이치엘비제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올로디핀정5/40밀리그램_(1정),경동제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,아몰비카정5/40mg_(1정),한국휴텍스제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올듀오비정5/40밀리그램_(1정),삼천당제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메디퀄정5/40밀리그램_(1정),(주)한독,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,파미카정5/40밀리그램_(1정),(주)한국파마,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세바코정5/40밀리그램_(1정),아주약품(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비원정5/40밀리그램_(1정),하나제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,제이비카정5/40mg_(1정),(주)비보존제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메핀정5/40밀리그램_(1정),위더스제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,리비카정5/40밀리그램_(1정),한국프라임제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,뉴비카정5/40mg_(1정),대한뉴팜(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올스디핀정5/40밀리그램_(1정),(주)팜젠사이언스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메듀오정5/40밀리그램_(1정),(주)휴온스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,로메탄정5/40밀리그램_(1정),주식회사제뉴원사이언스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비텐션정5/40밀리그램_(1정),(주)다산제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비카정 5/40밀리그램_(1정),한국다이이찌산쿄(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,비카원스정5/40밀리그램_(1정),(주)한국글로벌제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,셀레비카정5/40밀리그램_(1정),(주)셀트리온제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비테라정5/40밀리그램_(1정),(주)테라젠이텍스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,투비카정10/40밀리그램_(1정),건일바이오팜주식회사,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비칸정10/40밀리그램_(1정),한국신텍스제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,하비카정10/40밀리그램_(1정),(주)화이트생명과학,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올딥정10/40밀리그램_(1정),(주)일화,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,맥세비카정10/40밀리그램_(1정),맥널티제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비스타정10/40밀리그램_(1정),부광약품(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,오로텐션정10/40밀리그램_(1정),고려제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,에스카정10/40밀리그램_(1정),삼익제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올멕포스정10/40밀리그램_(1정),제이더블유중외제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비듀오정10/40밀리그램_(1정),제일약품(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,비바스정10/40밀리그램_(1정),대화제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,"올메로핀정10/40밀리그램(암로디핀베실산염, 올메사르탄메독소밀)_(1정)",에이치엘비제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올로디핀정10/40밀리그램_(1정),경동제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,아몰비카정10/40mg_(1정),한국휴텍스제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메디핀정10/40mg_(1정),명인제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메디퀄정10/40밀리그램_(1정),(주)한독,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,파미카정10/40밀리그램_(1정),(주)한국파마,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세바코정10/40밀리그램_(1정),아주약품(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올세비탄정10/40밀리그램_(1정),(주)동구바이오제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비원정10/40밀리그램_(1정),하나제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,제이비카정10/40mg_(1정),(주)비보존제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메핀정10/40밀리그램_(1정),위더스제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,리비카정10/40밀리그램_(1정),한국프라임제약(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,뉴비카정10/40mg_(1정),대한뉴팜(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,올메듀오정10/40밀리그램_(1정),(주)휴온스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,로메탄정10/40밀리그램_(1정),주식회사제뉴원사이언스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비텐션정10/40밀리그램_(1정),(주)다산제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비카정 10/40밀리그램_(1정),한국다이이찌산쿄(주),2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,비카원스정10/40밀리그램_(1정),(주)한국글로벌제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,셀레비카정10/40밀리그램_(1정),(주)셀트리온제약,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
olmesartan medoxomil + amlodipine besylate,세비테라정10/40밀리그램_(1정),(주)테라젠이텍스,2,"amlodipine: 임부에 대한 안전성 미확립.olmesartan: 임신 제2 및 3기에 ACE 저해제 복용시 저혈압, 신생아 두개골발육부전, 무뇨증, 신부전, 양수과소증(사지연축, 두개안면기형, 폐발육부진과 관련) 및 사망 보고."
paliperidone palmitate (as paliperidone   25mg(0.1g/mL)),인베가서스티나주사39mg(팔리페리돈팔미테이트)_(39mg/0.25mL),(주)한국얀센,2,"임부에 대한 안전성 미확립.임신 3기에 투여시 신생아 추체외로장애, 금단증상의 위험 가능성.동물실험에서 고용량 투여시 태자사망 증가 보고."
paliperidone palmitate (as paliperidone   50mg(0.1g/mL)),인베가서스티나주사78mg(팔리페리돈팔미테이트)_(78mg/0.5mL),(주)한국얀센,2,"임부에 대한 안전성 미확립.임신 3기에 투여시 신생아 추체외로장애, 금단증상의 위험 가능성.동물실험에서 고용량 투여시 태자사망 증가 보고."
paliperidone palmitate (as paliperidone   75mg(0.1g/mL)),인베가서스티나주사117mg(팔리페리돈팔미테이트)_(0.117g/0.75mL),(주)한국얀센,2,"임부에 대한 안전성 미확립.임신 3기에 투여시 신생아 추체외로장애, 금단증상의 위험 가능성.동물실험에서 고용량 투여시 태자사망 증가 보고."
